timestamp,RAM_Usage_In_Percentage,CPU_Usage_In_Percentage,DISK_Usage_In_Percantage
Fri 21 Jan 2022 14:02:49 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:02:59 +0000,54.6,6.2,17.9
Fri 21 Jan 2022 14:03:09 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:03:19 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:03:29 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:03:39 +0000,54.6,8.6,17.9
Fri 21 Jan 2022 14:03:49 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:03:59 +0000,54.6,7.2,17.9
Fri 21 Jan 2022 14:04:10 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:04:20 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:04:30 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:04:40 +0000,54.6,6.8,17.9
Fri 21 Jan 2022 14:04:50 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:05:00 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 14:05:10 +0000,54.7,6.5,17.9
Fri 21 Jan 2022 14:05:20 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:05:30 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 14:05:40 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 14:05:50 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:06:00 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 14:06:10 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:06:20 +0000,54.6,6.8,17.9
Fri 21 Jan 2022 14:06:30 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:06:40 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 14:06:50 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:07:00 +0000,54.6,6.8,17.9
Fri 21 Jan 2022 14:07:10 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:07:20 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:07:30 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:07:40 +0000,54.6,5.6,17.9
Fri 21 Jan 2022 14:07:50 +0000,54.6,8.8,17.9
Fri 21 Jan 2022 14:08:00 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 14:08:10 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:08:20 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:08:30 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:08:40 +0000,54.6,6.1,17.9
Fri 21 Jan 2022 14:08:50 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 14:09:00 +0000,54.6,5.8,17.9
Fri 21 Jan 2022 14:09:10 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 14:09:20 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:09:30 +0000,54.6,5.7,17.9
Fri 21 Jan 2022 14:09:40 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:09:50 +0000,54.6,6.2,17.9
Fri 21 Jan 2022 14:10:00 +0000,54.6,6.8,17.9
Fri 21 Jan 2022 14:10:10 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:10:20 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 14:10:30 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 14:10:40 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:10:50 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 14:11:00 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:11:10 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:11:20 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:11:30 +0000,54.6,5.7,17.9
Fri 21 Jan 2022 14:11:40 +0000,54.6,6.2,17.9
Fri 21 Jan 2022 14:11:50 +0000,54.6,5.7,17.9
Fri 21 Jan 2022 14:12:00 +0000,54.7,9.5,17.9
Fri 21 Jan 2022 14:12:10 +0000,54.6,4.6,17.9
Fri 21 Jan 2022 14:12:20 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:12:30 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:12:40 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:12:50 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:13:00 +0000,54.6,8.0,17.9
Fri 21 Jan 2022 14:13:10 +0000,54.6,5.5,17.9
Fri 21 Jan 2022 14:13:20 +0000,54.6,6.8,17.9
Fri 21 Jan 2022 14:13:30 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 14:13:40 +0000,54.6,5.6,17.9
Fri 21 Jan 2022 14:13:50 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 14:14:00 +0000,54.6,8.0,17.9
Fri 21 Jan 2022 14:14:10 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:14:20 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:14:30 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:14:40 +0000,54.7,6.6,17.9
Fri 21 Jan 2022 14:14:50 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 14:15:00 +0000,54.6,7.8,17.9
Fri 21 Jan 2022 14:15:10 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:15:20 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:15:30 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:15:40 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:15:50 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:16:00 +0000,54.6,10.2,17.9
Fri 21 Jan 2022 14:16:10 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:16:20 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:16:30 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:16:40 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:16:50 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 14:17:00 +0000,54.6,8.1,17.9
Fri 21 Jan 2022 14:17:10 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:17:20 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:17:30 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 14:17:40 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:17:50 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:18:00 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 14:18:10 +0000,54.6,6.5,17.9
Fri 21 Jan 2022 14:18:20 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:18:30 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:18:40 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:18:50 +0000,54.6,7.2,17.9
Fri 21 Jan 2022 14:19:00 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:19:10 +0000,54.6,6.1,17.9
Fri 21 Jan 2022 14:19:20 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:19:30 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:19:40 +0000,54.6,5.7,17.9
Fri 21 Jan 2022 14:19:50 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:20:00 +0000,54.6,6.8,17.9
Fri 21 Jan 2022 14:20:10 +0000,54.6,8.7,17.9
Fri 21 Jan 2022 14:20:20 +0000,54.6,4.7,17.9
Fri 21 Jan 2022 14:20:30 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:20:40 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:20:50 +0000,54.6,5.9,17.9
Fri 21 Jan 2022 14:21:00 +0000,54.6,6.5,17.9
Fri 21 Jan 2022 14:21:10 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:21:20 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:21:30 +0000,54.6,7.8,17.9
Fri 21 Jan 2022 14:21:40 +0000,54.6,6.0,17.9
Fri 21 Jan 2022 14:21:50 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:22:00 +0000,54.6,6.9,17.9
Fri 21 Jan 2022 14:22:10 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 14:22:20 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:22:30 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:22:40 +0000,54.6,5.5,17.9
Fri 21 Jan 2022 14:22:50 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:23:00 +0000,54.6,8.5,17.9
Fri 21 Jan 2022 14:23:10 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:23:20 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:23:30 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:23:40 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:23:50 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:24:00 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 14:24:10 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:24:20 +0000,54.6,8.1,17.9
Fri 21 Jan 2022 14:24:30 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:24:40 +0000,54.6,5.5,17.9
Fri 21 Jan 2022 14:24:50 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:25:00 +0000,54.6,6.1,17.9
Fri 21 Jan 2022 14:25:10 +0000,54.6,5.2,17.9
Fri 21 Jan 2022 14:25:20 +0000,54.6,6.3,17.9
Fri 21 Jan 2022 14:25:30 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:25:40 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:25:50 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 14:26:00 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 14:26:10 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:26:20 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:26:30 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:26:40 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:26:50 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:27:00 +0000,54.6,6.3,17.9
Fri 21 Jan 2022 14:27:10 +0000,54.6,7.1,17.9
Fri 21 Jan 2022 14:27:20 +0000,54.6,5.9,17.9
Fri 21 Jan 2022 14:27:30 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:27:40 +0000,54.6,5.5,17.9
Fri 21 Jan 2022 14:27:50 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:28:00 +0000,54.6,6.9,17.9
Fri 21 Jan 2022 14:28:10 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:28:20 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:28:30 +0000,54.6,8.3,17.9
Fri 21 Jan 2022 14:28:40 +0000,54.6,5.4,17.9
Fri 21 Jan 2022 14:28:50 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:29:00 +0000,54.6,6.2,17.9
Fri 21 Jan 2022 14:29:10 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:29:20 +0000,54.6,5.0,17.9
Fri 21 Jan 2022 14:29:30 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:29:40 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:29:50 +0000,54.6,7.0,17.9
Fri 21 Jan 2022 14:30:00 +0000,54.6,6.7,17.9
Fri 21 Jan 2022 14:30:10 +0000,54.6,4.8,17.9
Fri 21 Jan 2022 14:30:20 +0000,54.6,5.1,17.9
Fri 21 Jan 2022 14:30:30 +0000,54.6,6.4,17.9
Fri 21 Jan 2022 14:30:40 +0000,54.6,5.3,17.9
Fri 21 Jan 2022 14:30:50 +0000,54.6,5.7,17.9
Fri 21 Jan 2022 14:31:00 +0000,54.6,6.6,17.9
Fri 21 Jan 2022 14:31:10 +0000,54.6,4.9,17.9
Fri 21 Jan 2022 14:31:20 +0000,54.6,6.9,17.9
Fri 21 Jan 2022 14:31:30 +0000,54.6,7.2,17.9
